,Symbol,Name,Sector,industry,Exchange,CIK
1951,HYT,"Blackrock Corporate High Yield Fund, Inc.",,,NYSE,1222401
1952,HZN,Horizon Global Corporation,Capital Goods,Auto Parts:O.E.M.,NYSE,1637655
1953,HZNP,Horizon Pharma plc,Health Care,Major Pharmaceuticals,NASDAQ,1492426
1954,HZO,"MarineMax, Inc.",Consumer Services,Other Specialty Stores,NYSE,1057060
1955,I,Intelsat S.A.,Consumer Services,Telecommunications Equipment,NYSE,1525773
1956,IAE,Voya Asia Pacific High Dividend Equity Income Fund,,,NYSE,1385632
1957,IAF,Aberdeen Australia Equity Fund Inc,,,AMEX,779336
1958,IART,Integra LifeSciences Holdings Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ,917520
1959,IBCP,Independent Bank Corporation,Finance,Major Banks,NASDAQ,39311
1960,IBIO,"iBio, Inc.",Health Care,Major Pharmaceuticals,AMEX,1420720
1961,IBKC,IBERIABANK Corporation,Finance,Major Banks,NASDAQ,933141
1962,IBKR,"Interactive Brokers Group, Inc.",Finance,Investment Bankers/Brokers/Service,NASDAQ,1381197
1963,IBM,International Business Machines Corporation,Technology,Computer Manufacturing,NYSE,51143
1964,IBOC,International Bancshares Corporation,Finance,Major Banks,NASDAQ,315709
1965,IBP,"Installed Building Products, Inc.",Basic Industries,Homebuilding,NYSE,1580905
1966,IBTX,"Independent Bank Group, Inc",Finance,Major Banks,NASDAQ,1564618
1967,ICAD,icad inc.,Health Care,Medical/Dental Instruments,NASDAQ,749660
1968,ICB,"MS Income Securities, Inc.",,,NYSE,93284
1969,ICBK,"County Bancorp, Inc.",Finance,Major Banks,NASDAQ,1470205
1970,ICCC,ImmuCell Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ,811641
1971,ICD,"Independence Contract Drilling, Inc.",Energy,Oil & Gas Production,NYSE,1537028
1972,ICE,Intercontinental Exchange Inc.,Finance,Investment Bankers/Brokers/Service,NYSE,1571949
1973,ICFI,"ICF International, Inc.",Consumer Services,Professional Services,NASDAQ,1362004
1974,ICON,"Iconix Brand Group, Inc.",Consumer Non-Durables,Shoe Manufacturing,NASDAQ,857737
1975,ICPT,"Intercept Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1270073
1976,ICUI,"ICU Medical, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,883984
1977,IDA,"IDACORP, Inc.",Public Utilities,Electric Utilities: Central,NYSE,1057877
1978,IDCC,"InterDigital, Inc.",Miscellaneous,Multi-Sector Companies,NASDAQ,1405495
1979,IDE,"Voya Infrastructure, Industrials and Materials Fund",,,NYSE,1417802
1980,IDN,"Intellicheck Mobilisa, Inc.",Technology,Computer Software: Prepackaged Software,AMEX,1040896
1981,IDRA,"Idera Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,861838
1982,IDSA,"Industrial Services of America, Inc.",Consumer Durables,Industrial Specialties,NASDAQ,4187
1983,IDSY,"I.D. Systems, Inc.",Consumer Durables,Telecommunications Equipment,NASDAQ,49615
1984,IDT,IDT Corporation,Public Utilities,Telecommunications Equipment,NYSE,1005731
1985,IDTI,"Integrated Device Technology, Inc.",Technology,Semiconductors,NASDAQ,703361
1986,IDXX,"IDEXX Laboratories, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ,874716
1987,IEC,IEC Electronics Corp.,Technology,Electrical Products,AMEX,49728
1988,IEP,Icahn Enterprises L.P.,Capital Goods,Auto Parts:O.E.M.,NASDAQ,813762
1989,IEX,IDEX Corporation,Capital Goods,Fluid Controls,NYSE,832101
1990,IF,"Aberdeen Indonesia Fund, Inc.",,,AMEX,859120
1991,IFF,"Internationa Flavors & Fragrances, Inc.",Basic Industries,Major Chemicals,NYSE,51253
1992,IFMI,"Institutional Financial Markets, Inc.",Finance,Investment Bankers/Brokers/Service,AMEX,1270436
1993,IFN,"India Fund, Inc. (The)",,,NYSE,917100
1994,IGA,Voya Global Advantage and Premium Opportunity Fund,,,NYSE,1332943
1995,IGC,India Globalization Capital Inc.,Consumer Non-Durables,Electronic Components,AMEX,1326205
1996,IGD,Voya Global Equity Dividend and Premium Opportunity Fund,,,NYSE,1285890
1997,IGI,Western Asset Investment Grade Defined Opportunity Trust Inc.,,,NYSE,1462586
1998,IGR,CBRE Clarion Global Real Estate Income Fund,,,NYSE,1268884
1999,IGT,International Game Technology,Consumer Services,Services-Misc. Amusement & Recreation,NYSE,353944
2000,IHC,Independence Holding Company,Finance,Life Insurance,NYSE,701869
2001,IHD,Voya Emerging Markets High Income Dividend Equity Fund,,,NYSE,1496292
2002,IHT,InnSuites Hospitality Trust,Consumer Services,Real Estate Investment Trusts,AMEX,82473
2003,IID,Voya International High Dividend Equity Income Fund,,,NYSE,1395627
2004,IIF,"Morgan Stanley India Investment Fund, Inc.",,,NYSE,916618
2005,III,"Information Services Group, Inc.",Consumer Services,Professional Services,NASDAQ,1371489
2006,IIIN,"Insteel Industries, Inc.",Capital Goods,Steel/Iron Ore,NASDAQ,764401
2007,IIJI,"Internet Initiative Japan, Inc.",Technology,"Computer Software: Programming, Data Processing",NASDAQ,1090633
2008,IIM,Invesco Value Municipal Income Trust,,,NYSE,1333179
2009,IIN,IntriCon Corporation,Capital Goods,Electrical Products,NASDAQ,88790
2010,IIVI,II-VI Incorporated,Capital Goods,Electronic Components,NASDAQ,820318
2011,IKGH,Iao Kun Group Holding Company Limited,Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ,1417754
2012,IKNX,Ikonics Corporation,Miscellaneous,Industrial Machinery/Components,NASDAQ,1083301
2013,IL,"IntraLinks Holdings, Inc.",Technology,Computer Software: Prepackaged Software,NYSE,1488075
2014,ILMN,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ,1110803
2015,IMAX,Imax Corporation,Miscellaneous,Industrial Machinery/Components,NYSE,921582
2016,IMDZ,Immune Design Corp.,Health Care,Major Pharmaceuticals,NASDAQ,1437786
2017,IMED,PureFunds ETFx HealthTech ETF,,,NASDAQ,1208498
2018,IMGN,"ImmunoGen, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,855654
2019,IMH,"Impac Mortgage Holdings, Inc.",Consumer Services,Real Estate Investment Trusts,AMEX,1000298
2020,IMI,"Intermolecular, Inc.",Technology,Semiconductors,NASDAQ,1311241
2021,IMKTA,"Ingles Markets, Incorporated",Consumer Services,Food Chains,NASDAQ,50493
2022,IMMR,Immersion Corporation,Technology,Computer peripheral equipment,NASDAQ,1058811
2023,IMMU,"Immunomedics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ,722830
2024,IMMY,"Imprimis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1360214
2025,IMN,Imation Corporation,Technology,Electronic Components,NYSE,1014111
2026,IMO,Imperial Oil Limited,Energy,Integrated oil Companies,AMEX,49938
2027,IMPV,"Imperva, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,1364962
2028,IMUC,"ImmunoCellular Therapeutics, Ltd.",Health Care,Major Pharmaceuticals,AMEX,822411
2029,INAP,Internap Corporation,Technology,"Computer Software: Programming, Data Processing",NASDAQ,1056386
2030,INB,"Cohen & Steers Global Income Builder, Inc.",,,NYSE,1395057
2031,INBK,First Internet Bancorp,Finance,Major Banks,NASDAQ,1562463
2032,INCR,"INC Research Holdings, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ,1610950
2033,INCY,Incyte Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ,879169
2034,INDB,Independent Bank Corp.,Finance,Major Banks,NASDAQ,776901
2035,INF,Brookfield Global Listed Infrastructure Income Fund,,,NYSE,1522807
2036,INFI,"Infinity Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1113148
2037,INFN,Infinera Corporation,Public Utilities,Telecommunications Equipment,NASDAQ,1138639
2038,INFO,IHS Markit Ltd.,Technology,"Computer Software: Programming, Data Processing",NASDAQ,920990
2039,INFU,"InfuSystems Holdings, Inc.",Health Care,Medical/Dental Instruments,AMEX,1337013
2040,INGN,"Inogen, Inc",Health Care,Industrial Specialties,NASDAQ,1294133
2041,INGR,Ingredion Incorporated,Consumer Non-Durables,Packaged Foods,NYSE,1046257
2042,INN,"Summit Hotel Properties, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,1497645
2043,INOD,Innodata Inc.,Technology,EDP Services,NASDAQ,903651
2044,INOV,"Inovalon Holdings, Inc.",Technology,EDP Services,NASDAQ,1096936
2045,INS,Intelligent Systems Corporation,Technology,Computer Software: Prepackaged Software,AMEX,320340
2046,INSG,Inseego Corp.,Consumer Durables,Telecommunications Equipment,NASDAQ,1002390
2047,INSM,"Insmed, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1104506
2048,INST,"Instructure, Inc.",Technology,Computer Software: Prepackaged Software,NYSE,1355754
2049,INSW,"International Seaways, Inc.",Consumer Services,Marine Transportation,NYSE,1077370
2050,INSY,"Insys Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1516479
2051,INT,World Fuel Services Corporation,Energy,Oil Refining/Marketing,NYSE,789460
2052,INTC,Intel Corporation,Technology,Semiconductors,NASDAQ,50863
2053,INTG,The Intergroup Corporation,Consumer Services,Building operators,NASDAQ,69422
2054,INTL,INTL FCStone Inc.,Finance,Investment Bankers/Brokers/Service,NASDAQ,913760
2055,INTT,inTest Corporation,Capital Goods,Electrical Products,AMEX,1036262
2056,INTU,Intuit Inc.,Technology,Computer Software: Prepackaged Software,NASDAQ,896878
2057,INTX,"Intersections, Inc.",Technology,EDP Services,NASDAQ,1095277
2058,INVE,"Identiv, Inc.",Technology,Computer peripheral equipment,NASDAQ,1036044
2059,INVN,"InvenSense, Inc.",Technology,Semiconductors,NYSE,1294924
2060,INWK,"InnerWorkings, Inc.",Consumer Durables,Containers/Packaging,NASDAQ,1350381
2061,IO,Ion Geophysical Corporation,Energy,Oil & Gas Production,NYSE,866609
2062,IOT,"Income Opportunity Realty Investors, Inc.",Consumer Services,Real Estate Investment Trusts,AMEX,949961
2063,IOTS,Adesto Technologies Corporation,Technology,Semiconductors,NASDAQ,1395848
2064,IP,International Paper Company,Basic Industries,Paper,NYSE,51434
2065,IPAR,"Inter Parfums, Inc.",Consumer Non-Durables,Package Goods/Cosmetics,NASDAQ,822663
2066,IPAS,iPass Inc.,Technology,EDP Services,NASDAQ,1053374
2067,IPCC,Infinity Property and Casualty Corporation,Finance,Property-Casualty Insurers,NASDAQ,1195933
2068,IPCI,Intellipharmaceutics International Inc.,Health Care,Major Pharmaceuticals,NASDAQ,1474835
2069,IPDN,"Professional Diversity Network, Inc.",Technology,"Computer Software: Programming, Data Processing",NASDAQ,1546296
2070,IPG,"Interpublic Group of Companies, Inc. (The)",Technology,Advertising,NYSE,51644
2071,IPGP,IPG Photonics Corporation,Technology,Semiconductors,NASDAQ,1111928
2072,IPHI,Inphi Corporation,Technology,Semiconductors,NYSE,1160958
2073,IPHS,"Innophos Holdings, Inc.",Consumer Durables,Specialty Chemicals,NASDAQ,1364099
2074,IPI,"Intrepid Potash, Inc",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE,1421461
2075,IPWR,Ideal Power Inc.,Energy,Industrial Machinery/Components,NASDAQ,1507957
2076,IPXL,"Impax Laboratories, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1003642
2077,IQI,Invesco Quality Municipal Income Trust,,,NYSE,885125
2078,IQNT,"Inteliquent, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ,1292653
2079,IR,Ingersoll-Rand plc (Ireland),Capital Goods,Auto Parts:O.E.M.,NYSE,1466258
2080,IRBT,iRobot Corporation,Consumer Durables,Consumer Electronics/Appliances,NASDAQ,1159167
2081,IRDM,Iridium Communications Inc,Consumer Durables,Telecommunications Equipment,NASDAQ,1418819
2082,IRET,Investors Real Estate Trust,Consumer Services,Real Estate Investment Trusts,NYSE,798359
2083,IRG,"Ignite Restaurant Group, Inc.",Consumer Services,Restaurants,NASDAQ,1526796
2084,IRIX,IRIDEX Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ,1006045
2085,IRL,"New Ireland Fund, Inc. (The)",,,NYSE,1347729
2086,IRM,Iron Mountain Incorporated,Consumer Services,Real Estate Investment Trusts,NYSE,1132694
2087,IRMD,iRadimed Corporation,Health Care,Medical/Dental Instruments,NASDAQ,1325618
2088,IROQ,"IF Bancorp, Inc.",Finance,Savings Institutions,NASDAQ,1514743
2089,IRR,Voya Natural Resources Equity Income Fund,,,NYSE,1372117
2090,IRT,"Independence Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,AMEX,1466085
2091,IRWD,"Ironwood Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1446847
2092,ISBC,"Investors Bancorp, Inc.",Finance,Major Banks,NASDAQ,1326807
2093,ISCA,International Speedway Corporation,Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ,51548
2094,ISD,"Prudential Short Duration High Yield Fund, Inc.",,,NYSE,1534880
2095,ISDR,Issuer Direct Corporation,Miscellaneous,Publishing,AMEX,843006
2096,ISG,"ING Group, N.V.",Finance,Commercial Banks,NYSE,1231868
2097,ISIG,"Insignia Systems, Inc.",Consumer Services,Advertising,NASDAQ,875355
2098,ISIL,Intersil Corporation,Technology,Semiconductors,NASDAQ,1096325
2099,ISL,"Aberdeen Israel Fund, Inc.",,,AMEX,865277
2100,ISLE,"Isle of Capri Casinos, Inc.",Consumer Services,Hotels/Resorts,NASDAQ,863015
2101,ISNS,"Image Sensing Systems, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ,943034
2102,ISR,"IsoRay, Inc.",Health Care,Medical/Dental Instruments,AMEX,728387
2103,ISRG,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,NASDAQ,1035267
2104,ISRL,"Isramco, Inc.",Energy,Oil & Gas Production,NASDAQ,719209
2105,ISSC,"Innovative Solutions and Support, Inc.",Technology,EDP Services,NASDAQ,836690
2106,IT,"Gartner, Inc.",Consumer Services,Other Consumer Services,NYSE,749251
2107,ITCI,Intra-Cellular Therapies Inc.,Health Care,Major Pharmaceuticals,NASDAQ,1567514
2108,ITEK,Inotek Pharmaceuticals Corporation,Health Care,Major Pharmaceuticals,NASDAQ,1281895
2109,ITG,"Investment Technology Group, Inc.",Finance,Investment Bankers/Brokers/Service,NYSE,920424
2110,ITI,"Iteris, Inc.",Consumer Durables,Telecommunications Equipment,NASDAQ,350868
2111,ITIC,Investors Title Company,Finance,Specialty Insurers,NASDAQ,720858
2112,ITRI,"Itron, Inc.",Capital Goods,Electrical Products,NASDAQ,780571
2113,ITRN,Ituran Location and Control Ltd.,Consumer Non-Durables,Electronic Components,NASDAQ,1337117
2114,ITT,ITT Inc.,Capital Goods,Fluid Controls,NYSE,216228
2115,ITW,Illinois Tool Works Inc.,Technology,Industrial Machinery/Components,NYSE,49826
2116,IVAC,"Intevac, Inc.",Technology,Industrial Machinery/Components,NASDAQ,1001902
2117,IVC,Invacare Corporation,Health Care,Industrial Specialties,NYSE,742112
2118,IVH,Ivy High Income Opportunities Fund,,,NYSE,1568292
2119,IVR,INVESCO MORTGAGE CAPITAL INC,Consumer Services,Real Estate Investment Trusts,NYSE,1437071
2120,IVTY,"Invuity, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,1393020
2121,IVZ,Invesco Plc,Finance,Investment Managers,NYSE,914208
2122,IX,Orix Corp Ads,Finance,Diversified Financial Services,NYSE,1070304
2123,JACK,Jack In The Box Inc.,Consumer Services,Restaurants,NASDAQ,807882
2124,JAGX,"Jaguar Animal Health, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1585608
2125,JAKK,"JAKKS Pacific, Inc.",Consumer Non-Durables,Recreational Products/Toys,NASDAQ,1009829
2126,JASO,"JA Solar Holdings, Co., Ltd.",Technology,Semiconductors,NASDAQ,1385598
2127,JAX,"J. Alexander&#39;s Holdings, Inc.",Consumer Services,Restaurants,NYSE,1617227
2128,JAZZ,Jazz Pharmaceuticals plc,Health Care,Major Pharmaceuticals,NASDAQ,1232524
2129,JBHT,"J.B. Hunt Transport Services, Inc.",Transportation,Trucking Freight/Courier Services,NASDAQ,728535
2130,JBL,"Jabil Circuit, Inc.",Technology,Electrical Products,NYSE,898293
2131,JBLU,JetBlue Airways Corporation,Transportation,Air Freight/Delivery Services,NASDAQ,1158463
2132,JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Non-Durables,Specialty Foods,NASDAQ,880117
2133,JBT,John Bean Technologies Corporation,Technology,Industrial Machinery/Components,NYSE,1433660
2134,JCE,Nuveen Core Equity Alpha Fund,,,NYSE,1385763
2135,JCI,Johnson Controls International plc,Consumer Services,Other Consumer Services,NYSE,53669
2136,JCOM,"j2 Global, Inc.",Technology,Telecommunications Equipment,NASDAQ,1084048
2137,JCP,"J.C. Penney Company, Inc. Holding Company",Consumer Services,Department/Specialty Retail Stores,NYSE,1166126
2138,JCS,"Communications Systems, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ,22701
2139,JCTCF,Jewett-Cameron Trading Company,Consumer Services,RETAIL: Building Materials,NASDAQ,885307
2140,JD,"JD.com, Inc.",Consumer Services,Other Specialty Stores,NASDAQ,1549802
2141,JDD,Nuveen Diversified Dividend and Income Fund,,,NYSE,1255821
2142,JEC,Jacobs Engineering Group Inc.,Basic Industries,Military/Government/Technical,NYSE,52988
2143,JEQ,"Aberdeen Japan Equity Fund, Inc. ",,,NYSE,866095
2144,JFC,"JPMorgan China Region Fund, Inc.",,,NYSE,888137
2145,JFR,Nuveen Floating Rate Income Fund,,,NYSE,1276533
2146,JHI,John Hancock Investors Trust,,,NYSE,759828
2147,JHS,John Hancock Income Securities Trust,,,NYSE,759866
2148,JHX,James Hardie Industries plc.,Capital Goods,Building Materials,NYSE,1159152
2149,JIVE,"Jive Software, Inc.",Technology,EDP Services,NASDAQ,1462633
2150,JJSF,J & J Snack Foods Corp.,Consumer Non-Durables,Specialty Foods,NASDAQ,785956
2151,JKHY,"Jack Henry & Associates, Inc.",Technology,EDP Services,NASDAQ,779152
2152,JKS,JinkoSolar Holding Company Limited,Technology,Semiconductors,NYSE,1481513
2153,JLL,Jones Lang LaSalle Incorporated,Finance,Real Estate,NYSE,1037976
2154,JLS,Nuveen Mortgage Opportunity Term Fund,,,NYSE,1472215
2155,JMBA,"Jamba, Inc.",Consumer Services,Restaurants,NASDAQ,1316898
2156,JMEI,Jumei International Holding Limited,Consumer Services,Other Specialty Stores,NYSE,1597680
2157,JMF,Nuveen Energy MLP Total Return Fund,,,NYSE,1502711
2158,JMP,JMP Group LLC,Finance,Investment Bankers/Brokers/Service,NYSE,1383803
2159,JMT,Nuven Mortgage Opportunity Term Fund 2,,,NYSE,1479238
2160,JNJ,Johnson & Johnson,Health Care,Major Pharmaceuticals,NYSE,200406
2161,JNPR,"Juniper Networks, Inc.",Technology,Computer Communications Equipment,NYSE,1043604
2162,JNS,"Janus Capital Group, Inc",Finance,Investment Managers,NYSE,1065865
2163,JOB,GEE Group Inc.,Technology,Diversified Commercial Services,AMEX,40570
2164,JOBS,"51job, Inc.",Technology,Diversified Commercial Services,NASDAQ,1295484
2165,JOE,St. Joe Company (The),Consumer Services,Homebuilding,NYSE,745308
2166,JOF,Japan Smaller Capitalization Fund Inc,,,NYSE,859796
2167,JONE,"Jones Energy, Inc.",Energy,Oil & Gas Production,NYSE,1573166
2168,JOUT,Johnson Outdoors Inc.,Consumer Non-Durables,Recreational Products/Toys,NASDAQ,788329
2169,JP,Jupai Holdings Limited,Consumer Services,Other Consumer Services,NYSE,53347
2170,JPC,Nuveen Preferred Income Opportunites Fund,,,NYSE,1216583
2171,JPEP,JP Energy Partners LP,Energy,Oil Refining/Marketing,NYSE,1523404
2172,JPI,Nuveen Preferred and Income Term Fund,,,NYSE,1547994
2173,JPM,J P Morgan Chase & Co,Finance,Major Banks,NYSE,19617
2174,JPS,Nuveen Quality Preferred Income Fund 2,,,NYSE,1176433
2175,JPW,Nuveen Flexible Investment Income Fund,,,NYSE,1573312
2176,JQC,Nuveen Credit Strategies Income Fund,,,NYSE,1227476
2177,JRI,Nuveen Real Asset Income and Growth Fund,,,NYSE,1539337
2178,JRJC,China Finance Online Co. Limited,Finance,Investment Bankers/Brokers/Service,NASDAQ,1297830
2179,JRO,Nuveen Floating Rate Income Opportuntiy Fund,,,NYSE,1289213
2180,JRS,Nuveen Real Estate Fund,,,NYSE,1158289
2181,JRVR,"James River Group Holdings, Ltd.",Finance,Property-Casualty Insurers,NASDAQ,1325177
2182,JSD,Nuveen Short Duration Credit Opportunities Fund,,,NYSE,1509253
2183,JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,,,NYSE,1265708
2184,JTD,Nuveen Tax-Advantaged Dividend Growth Fund,,,NYSE,1397173
2185,JTPY,JetPay Corporation,Finance,Business Services,NASDAQ,1507986
2186,JUNO,"Juno Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,723888
2187,JVA,"Coffee Holding Co., Inc.",Consumer Non-Durables,Food Distributors,NASDAQ,1007019
2188,JWN,"Nordstrom, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE,72333
2189,JXSB,Jacksonville Bancorp Inc.,Finance,Savings Institutions,NASDAQ,1484949
2190,JYNT,The Joint Corp.,Miscellaneous,Multi-Sector Companies,NASDAQ,1612630
2191,K,Kellogg Company,Consumer Non-Durables,Packaged Foods,NYSE,55067
2192,KAI,Kadant Inc,Technology,Industrial Machinery/Components,NYSE,886346
2193,KALU,Kaiser Aluminum Corporation,Capital Goods,Metal Fabrications,NASDAQ,811596
2194,KAMN,Kaman Corporation,Consumer Durables,Industrial Specialties,NYSE,54381
2195,KANG,"iKang Healthcare Group, Inc.",Health Care,Medical/Nursing Services,NASDAQ,1524190
2196,KAR,"KAR Auction Services, Inc",Consumer Durables,Automotive Aftermarket,NYSE,1395942
2197,KBH,KB Home,Capital Goods,Homebuilding,NYSE,795266
2198,KBR,"KBR, Inc.",Basic Industries,Military/Government/Technical,NYSE,1357615
2199,KCAP,"KCAP Financial, Inc.",,,NASDAQ,1372807
2200,KCG,"KCG Holdings, Inc.",Finance,Investment Bankers/Brokers/Service,NYSE,1569391
2201,KE,"Kimball Electronics, Inc.",Technology,Electrical Products,NASDAQ,1606757
2202,KED,Kayne Anderson Energy Development Company,,,NYSE,1363890
2203,KEF,"Korea Equity Fund, Inc.",,,NYSE,912023
2204,KEG,"Key Energy Services, Inc.",,,NYSE,318996
2205,KEM,Kemet Corporation,Capital Goods,Electrical Products,NYSE,887730
2206,KEQU,Kewaunee Scientific Corporation,Capital Goods,Medical Specialities,NASDAQ,55529
2207,KERX,"Keryx Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1114220
2208,KEX,Kirby Corporation,Consumer Services,Marine Transportation,NYSE,56047
2209,KEY,KeyCorp,Finance,Major Banks,NYSE,91576
2210,KEYS,Keysight Technologies Inc.,Capital Goods,Industrial Machinery/Components,NYSE,1012393
2211,KEYW,The KEYW Holding Corporation,Technology,EDP Services,NASDAQ,1487101
2212,KF,"Korea Fund, Inc. (The)",,,NYSE,748691
2213,KFFB,Kentucky First Federal Bancorp,Finance,Savings Institutions,NASDAQ,1297341
2214,KFI,KKR Financial Holdings LLC,Finance,Finance: Consumer Services,NYSE,1310663
2215,KFRC,"Kforce, Inc.",Technology,Professional Services,NASDAQ,930420
2216,KFS,"Kingsway Financial Services, Inc.",Finance,Property-Casualty Insurers,NYSE,1072627
2217,KFY,Korn/Ferry International,Technology,Diversified Commercial Services,NYSE,56679
2218,KIM,Kimco Realty Corporation,Consumer Services,Real Estate Investment Trusts,NYSE,879101
2219,KIN,"Kindred Biosciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1561743
2220,KINS,"Kingstone Companies, Inc",Finance,Property-Casualty Insurers,NASDAQ,33992
2221,KIO,KKR Income Opportunities Fund,,,NYSE,1515940
2222,KIRK,"Kirkland&#39;s, Inc.",Consumer Services,Other Specialty Stores,NASDAQ,1056285
2223,KITE,"Kite Pharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,1510580
2224,KKR,KKR & Co. L.P.,Finance,Investment Managers,NYSE,1404912
2225,KLAC,KLA-Tencor Corporation,Capital Goods,Electronic Components,NASDAQ,319201
2226,KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductors,NASDAQ,56978
2227,KMB,Kimberly-Clark Corporation,Consumer Durables,Containers/Packaging,NYSE,55785
2228,KMF,"Kayne Anderson Midstream Energy Fund, Inc",,,NYSE,1500096
2229,KMG,"KMG Chemicals, Inc.",Basic Industries,Major Chemicals,NYSE,1141185
2230,KMI,"Kinder Morgan, Inc.",Public Utilities,Natural Gas Distribution,NYSE,1506307
2231,KMM,Scudder Multi-Market Income Trust,,,NYSE,842905
2232,KMPR,Kemper Corporation,Finance,Property-Casualty Insurers,NYSE,860748
2233,KMT,Kennametal Inc.,Capital Goods,Industrial Machinery/Components,NYSE,55242
2234,KMX,CarMax Inc,Consumer Durables,Automotive Aftermarket,NYSE,1170010
2235,KN,Knowles Corporation,Consumer Non-Durables,Consumer Electronics/Appliances,NYSE,1587523
2236,KND,"Kindred Healthcare, Inc.",Health Care,Hospital/Nursing Management,NYSE,1060009
2237,KNDI,"Kandi Technologies Group, Inc.",Capital Goods,Auto Manufacturing,NASDAQ,1316517
2238,KNL,"Knoll, Inc.",Consumer Durables,Office Equipment/Supplies/Services,NYSE,1011570
2239,KNOP,KNOT Offshore Partners LP,Consumer Services,Marine Transportation,NYSE,1564180
2240,KNX,"Knight Transportation, Inc.",Transportation,Trucking Freight/Courier Services,NYSE,929452
2241,KO,Coca-Cola Company (The),Consumer Non-Durables,Beverages (Production/Distribution),NYSE,21344
2242,KODK,Eastman Kodak Company,Miscellaneous,Industrial Machinery/Components,NYSE,31235
2243,KONA,"Kona Grill, Inc.",Consumer Services,Restaurants,NASDAQ,1265572
2244,KONE,Kingtone Wirelessinfo Solution Holding Ltd,Technology,EDP Services,NASDAQ,1487839
2245,KOOL,Cesca Therapeutics Inc.,Capital Goods,Medical Specialities,NASDAQ,811212
2246,KOP,Koppers Holdings Inc.,Basic Industries,Forest Products,NYSE,1315257
2247,KOPN,Kopin Corporation,Technology,Semiconductors,NASDAQ,771266
2248,KORS,Michael Kors Holdings Limited,Consumer Non-Durables,Apparel,NYSE,1530721
2249,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas Production,NYSE,1509991
2250,KOSS,Koss Corporation,Consumer Non-Durables,Consumer Electronics/Appliances,NASDAQ,56701
2251,KPTI,Karyopharm Therapeutics Inc.,Health Care,Major Pharmaceuticals,NASDAQ,1503802
2252,KR,Kroger Company (The),Consumer Services,Food Chains,NYSE,56873
2253,KRA,Kraton Corporation,Basic Industries,Major Chemicals,NYSE,1321646
2254,KRC,Kilroy Realty Corporation,Consumer Services,Real Estate Investment Trusts,NYSE,1025996
2255,KRG,Kite Realty Group Trust,Consumer Services,Real Estate Investment Trusts,NYSE,1286043
2256,KRMA,Global X Conscious Companies ETF,,,NASDAQ,1171326
2257,KRNT,Kornit Digital Ltd.,Capital Goods,Industrial Machinery/Components,NASDAQ,1625791
2258,KRNY,Kearny Financial,Finance,Savings Institutions,NASDAQ,1295664
2259,KRO,Kronos Worldwide Inc,Basic Industries,Major Chemicals,NYSE,1257640
