cik,ticker,title
836157,LNN,LINDSAY CORP
1369568,CPRX,"CATALYST PHARMACEUTICALS, INC."
1425205,IOVA,"IOVANCE BIOTHERAPEUTICS, INC."
1298699,BXMX,Nuveen S&P 500 BuyWrite Income Fund
1124804,MDRX,Veradigm Inc.
1597553,SAGE,"Sage Therapeutics, Inc."
1649749,FBK,FB Financial Corp
1446847,IRWD,IRONWOOD PHARMACEUTICALS INC
1040470,AEHR,AEHR TEST SYSTEMS
1871130,BBUC,Brookfield Business Corp
1409493,CIM,CHIMERA INVESTMENT CORP
1468091,VEON,VEON Ltd.
1688757,ESTA,ESTABLISHMENT LABS HOLDINGS INC.
1275014,UCTT,"Ultra Clean Holdings, Inc."
1875444,ARHS,"Arhaus, Inc."
1116942,TTMI,TTM TECHNOLOGIES INC
1421517,ERII,"Energy Recovery, Inc."
1022321,GEL,GENESIS ENERGY LP
1773751,HIMS,"Hims & Hers Health, Inc."
36146,TRMK,TRUSTMARK CORP
1835256,NAPA,"Duckhorn Portfolio, Inc."
899923,MYGN,MYRIAD GENETICS INC
57131,LZB,LA-Z-BOY INC
887905,LTC,LTC PROPERTIES INC
110095,NISUY,NIPPON SUISAN KAISHA LTD /ADR/
1471265,NWBI,"Northwest Bancshares, Inc."
1616000,XHR,"Xenia Hotels & Resorts, Inc."
1581280,TWST,Twist Bioscience Corp
1856437,VSCO,Victoria's Secret & Co.
1834494,MLNK,"MeridianLink, Inc."
1841968,PX,"P10, Inc."
1600620,AUPH,Aurinia Pharmaceuticals Inc.
866729,SCHL,SCHOLASTIC CORP
1465740,TWO,TWO HARBORS INVESTMENT CORP.
1710155,EYE,"National Vision Holdings, Inc."
1173420,NG,NOVAGOLD RESOURCES INC
102426,STEW,"SRH Total Return Fund, Inc."
1935979,BHVN,Biohaven Ltd.
920112,HTLF,HEARTLAND FINANCIAL USA INC
1222401,HYT,"BLACKROCK CORPORATE HIGH YIELD FUND, INC."
66004,MSEX,MIDDLESEX WATER CO
1768666,BSTZ,BlackRock Science & Technology Term Trust
1013880,TTEC,"TTEC Holdings, Inc."
1599298,SMMT,Summit Therapeutics Inc.
1702780,ATUS,"Altice USA, Inc."
1712178,NAAS,NaaS Technology Inc.
26058,CTS,CTS CORP
1419945,TNK,TEEKAY TANKERS LTD.
1785173,ETNB,"89bio, Inc."
66382,MLKN,"MILLERKNOLL, INC."
104894,ELME,Elme Communities
1496099,NMFC,New Mountain Finance Corp
744218,CLDX,"Celldex Therapeutics, Inc."
1176433,JPS,Nuveen Preferred & Income Securities Fund
882796,BCRX,BIOCRYST PHARMACEUTICALS INC
1856031,SEAT,Vivid Seats Inc.
945394,SVC,Service Properties Trust
1845337,DAWN,"Day One Biopharmaceuticals, Inc."
1795250,SPHR,Sphere Entertainment Co.
908315,WINA,WINMARK CORP
1318568,EVRI,Everi Holdings Inc.
1609804,OEC,Orion S.A.
1326732,XNCR,Xencor Inc
1826470,WOOF,"Petco Health & Wellness Company, Inc."
1611005,KEN,Kenon Holdings Ltd.
75252,OMI,OWENS & MINOR INC/VA/
1587523,KN,Knowles Corp
1829959,DCBO,Docebo Inc.
712537,FCF,FIRST COMMONWEALTH FINANCIAL CORP /PA/
1023024,ANIP,ANI PHARMACEUTICALS INC
907471,CASH,"PATHWARD FINANCIAL, INC."
1369241,DAC,Danaos Corp
1411579,AMC,"AMC ENTERTAINMENT HOLDINGS, INC."
794619,AMWD,AMERICAN WOODMARK CORP
1761312,PLMR,"Palomar Holdings, Inc."
1834489,GENI,Genius Sports Ltd
1120914,PDFS,PDF SOLUTIONS INC
944809,OPK,"OPKO HEALTH, INC."
907242,MCRI,MONARCH CASINO & RESORT INC
1830033,PCT,"PureCycle Technologies, Inc."
1063259,DNN,DENISON MINES CORP.
1158895,LMAT,LEMAITRE VASCULAR INC
1968915,PHIN,PHINIA INC.
799233,HTLD,HEARTLAND EXPRESS INC
1894562,PRME,"Prime Medicine, Inc."
1423774,ZUO,ZUORA INC
1645070,STER,Sterling Check Corp.
810136,PLAB,PHOTRONICS INC
721994,LKFN,LAKELAND FINANCIAL CORP
1499505,AGRO,Adecoagro S.A.
1163739,NBR,NABORS INDUSTRIES LTD
94344,STC,STEWART INFORMATION SERVICES CORP
1270523,ETG,EATON VANCE TAX ADVANTAGED GLOBAL DIVIDEND INCOME FUND
1723128,AMRX,"Amneal Pharmaceuticals, Inc."
835324,SYBT,"Stock Yards Bancorp, Inc."
1545654,ALEX,"Alexander & Baldwin, Inc."
1670076,ULCC,"Frontier Group Holdings, Inc."
1385849,UUUU,ENERGY FUELS INC
1816736,IRON,"Disc Medicine, Inc."
1777921,AVPT,"AvePoint, Inc."
1566388,DSL,DoubleLine Income Solutions Fund
811596,KALU,KAISER ALUMINUM CORP
1795589,KC,Kingsoft Cloud Holdings Ltd
1854640,CGAU,Centerra Gold Inc.
1861737,HSAI,Hesai Group
867773,SPWR,SUNPOWER CORP
46250,HWKN,HAWKINS INC
1047340,FDP,FRESH DEL MONTE PRODUCE INC
1599617,DNOW,NOW Inc.
1754195,TCNNF,Trulieve Cannabis Corp.
830524,CCF,CHASE CORP
912463,GES,GUESS INC
1861974,ECX,ECARX Holdings Inc.
1629019,MBIN,Merchants Bancorp
1395937,SNDX,Syndax Pharmaceuticals Inc
1737450,OPRA,Opera Ltd
1616533,SGH,"SMART Global Holdings, Inc."
1357450,HOLI,"Hollysys Automation Technologies, Ltd."
1683606,CARS,Cars.com Inc.
907254,BFS,"SAUL CENTERS, INC."
1730430,KNSA,"Kiniksa Pharmaceuticals, Ltd."
923120,GBX,GREENBRIER COMPANIES INC
886744,GERN,GERON CORP
1708035,ECVT,Ecovyst Inc.
1227654,CMP,COMPASS MINERALS INTERNATIONAL INC
1831840,SEMR,"SEMrush Holdings, Inc."
1578732,MMI,"Marcus & Millichap, Inc."
1453015,BLDP,Ballard Power Systems Inc.
703604,DSGR,"Distribution Solutions Group, Inc."
1842279,OPAL,OPAL Fuels Inc.
82020,USLM,UNITED STATES LIME & MINERALS INC
945114,GIC,GLOBAL INDUSTRIAL Co
880117,JBSS,SANFILIPPO JOHN B & SON INC
1759425,MIRM,"Mirum Pharmaceuticals, Inc."
1654795,BBU,Brookfield Business Partners L.P.
1854401,BRDG,Bridge Investment Group Holdings Inc.
63296,MATW,MATTHEWS INTERNATIONAL CORP
1178970,PFS,PROVIDENT FINANCIAL SERVICES INC
1526113,GNL,"Global Net Lease, Inc."
914156,UFPT,UFP TECHNOLOGIES INC
896841,AVID,"AVID TECHNOLOGY, INC."
850141,HMN,HORACE MANN EDUCATORS CORP /DE/
1812364,RLAY,"Relay Therapeutics, Inc."
1826018,ROVR,"ROVER GROUP, INC."
1293613,KYN,"Kayne Anderson Energy Infrastructure Fund, Inc."
1428205,ARR,"Armour Residential REIT, Inc."
1821159,EVGO,EVgo Inc.
1605607,PGRE,"Paramount Group, Inc."
1758488,OSW,ONESPAWORLD HOLDINGS Ltd
1674335,JELD,"JELD-WEN Holding, Inc."
8947,AZZ,AZZ INC
708821,PAR,PAR TECHNOLOGY CORP
1793862,DADA,Dada Nexus Ltd
1620280,UNIT,Uniti Group Inc.
1705110,ANGI,Angi Inc.
1793659,RSI,"Rush Street Interactive, Inc."
899460,MNKD,MANNKIND CORP
1045986,FORTY,FORMULA SYSTEMS (1985) LTD
1562528,FBRT,"Franklin BSP Realty Trust, Inc."
102037,UVV,UNIVERSAL CORP /VA/
1371285,TRUP,"TRUPANION, INC."
1021561,NUS,"NU SKIN ENTERPRISES, INC."
1739566,UTZ,"Utz Brands, Inc."
1364954,CHGG,"CHEGG, INC"
311094,WABC,WESTAMERICA BANCORPORATION
1680247,PUMP,ProPetro Holding Corp.
1070985,CXW,"CoreCivic, Inc."
1473844,STEL,"Stellar Bancorp, Inc."
1793229,MPLN,MultiPlan Corp
1531978,FNA,"Paragon 28, Inc."
1503584,CMRE,Costamare Inc.
1475841,NBHC,National Bank Holdings Corp
1835591,VZIO,Vizio Holding Corp.
896264,USNA,USANA HEALTH SCIENCES INC
1091883,CIR,CIRCOR INTERNATIONAL INC
930420,KFRC,KFORCE INC
1798100,NTST,NETSTREIT Corp.
811589,FBNC,FIRST BANCORP /NC/
933267,IRS,IRSA INVESTMENTS & REPRESENTATIONS INC
1517175,CHEF,"Chefs' Warehouse, Inc."
1958086,CLB,Core Laboratories Inc. /DE/
1899123,BTDR,Bitdeer Technologies Group
1624140,JMKJ,Nine Alliance Science & Technology Group
1737953,REPL,"Replimune Group, Inc."
1260563,NFJ,"Virtus Dividend, Interest & Premium Strategy Fund"
1581760,LIFX,"Life360, Inc."
1596993,LPG,DORIAN LPG LTD.
1608741,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund
1840502,TBLA,Taboola.com Ltd.
1789940,FWRG,"First Watch Restaurant Group, Inc."
1616678,BST,BlackRock Science & Technology Trust
1266585,NMZ,NUVEEN MUNICIPAL HIGH INCOME OPPORTUNITY FUND
70487,NRC,NATIONAL RESEARCH CORP
1843762,EQRX,"EQRx, Inc."
1055160,MFA,"MFA FINANCIAL, INC."
1412408,PHR,"Phreesia, Inc."
1520504,VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V."
1464423,PMT,PennyMac Mortgage Investment Trust
1856236,EWCZ,"European Wax Center, Inc."
1595974,MGNI,"MAGNITE, INC."
821002,GIII,G III APPAREL GROUP LTD /DE/
1012477,AVDL,AVADEL PHARMACEUTICALS PLC
1172358,DMLP,"DORCHESTER MINERALS, L.P."
1046568,PRDO,PERDOCEO EDUCATION Corp
1128361,HOPE,HOPE BANCORP INC
1403431,HCCI,"Heritage-Crystal Clean, Inc."
1974640,APGE,"Apogee Therapeutics, Inc."
1857475,DOLE,Dole plc
854775,DGII,DIGI INTERNATIONAL INC
922864,AIV,APARTMENT INVESTMENT & MANAGEMENT CO
1815442,KYMR,"Kymera Therapeutics, Inc."
1230992,MAG,MAG SILVER CORP
792987,ASTE,ASTEC INDUSTRIES INC
1528129,VTLE,"Vital Energy, Inc."
1340243,MOR,MorphoSys AG
1084961,ECPG,ENCORE CAPITAL GROUP INC
1203464,IAG,IAMGOLD CORP
314489,BUSE,FIRST BUSEY CORP /NV/
1692412,PLYA,Playa Hotels & Resorts N.V.
851310,HLIT,HARMONIC INC
1580808,ATEN,"A10 Networks, Inc."
1749704,AGTI,"AGILITI, INC. DE"
1524741,SLCA,"U.S. SILICA HOLDINGS, INC."
886163,LGND,LIGAND PHARMACEUTICALS INC
1888886,GPCR,Structure Therapeutics Inc.
1395213,EDN,EDENOR
1323468,GLP,GLOBAL PARTNERS LP
1946425,HHRS,Hammerhead Energy Inc.
1174850,NIC,NICOLET BANKSHARES INC
356171,TCBK,TRICO BANCSHARES /
34782,SRCE,1ST SOURCE CORP
1680062,ACMR,"ACM Research, Inc."
1377121,PTGX,"Protagonist Therapeutics, Inc"
1799983,GB,Global Blue Group Holding AG
880631,WT,"WisdomTree, Inc."
893949,MD,"Pediatrix Medical Group, Inc."
1222922,EVV,EATON VANCE LTD DURATION INCOME FUND
1664710,KROS,"Keros Therapeutics, Inc."
1488813,CUBI,"Customers Bancorp, Inc."
1762301,FVRR,Fiverr International Ltd.
6845,APOG,"APOGEE ENTERPRISES, INC."
1654151,DCPH,"Deciphera Pharmaceuticals, Inc."
1809691,HKD,AMTD Digital Inc.
1568194,FSCO,FS Credit Opportunities Corp.
1020859,UNFI,UNITED NATURAL FOODS INC
1111485,RXST,"RxSight, Inc."
1793663,VTEX,VTEX
1091748,ARGO,"Argo Group International Holdings, Ltd."
1481582,RYI,Ryerson Holding Corp
719220,STBA,S&T BANCORP INC
1047335,NHC,NATIONAL HEALTHCARE CORP
354963,SHEN,SHENANDOAH TELECOMMUNICATIONS CO/VA/
1379041,EIG,"Employers Holdings, Inc."
1655050,BCSF,"Bain Capital Specialty Finance, Inc."
1499543,NOAH,Noah Holdings Ltd
7323,EAI,"ENTERGY ARKANSAS, LLC"
1438533,TVTX,"Travere Therapeutics, Inc."
1845437,NPWR,NET Power Inc.
1495222,OXLC,Oxford Lane Capital Corp.
1437402,ARDX,"ARDELYX, INC."
1639877,GSM,Ferroglobe PLC
1821806,LESL,"Leslie's, Inc."
1382821,RDFN,Redfin Corp
1368458,SBH,"Sally Beauty Holdings, Inc."
1172052,SAFT,SAFETY INSURANCE GROUP INC
1770121,SANA,"Sana Biotechnology, Inc."
1803696,ADEA,Adeia Inc.
18748,CET,CENTRAL SECURITIES CORP
1736946,ARLO,"Arlo Technologies, Inc."
1625791,KRNT,Kornit Digital Ltd.
1496919,MRRTY,MARFRIG GLOBAL FOODS S.A.
1581804,NVGS,Navigator Holdings Ltd.
1569187,AHH,"Armada Hoffler Properties, Inc."
1832466,ALHC,"Alignment Healthcare, Inc."
1820144,GRND,Grindr Inc.
1622229,COGT,"Cogent Biosciences, Inc."
1368265,CLNE,Clean Energy Fuels Corp.
842633,TRS,TRIMAS CORP
1118417,MODN,"MODEL N, INC."
1746473,PLRX,"PLIANT THERAPEUTICS, INC."
1042893,DRQ,DRIL-QUIP INC
1071255,GDEN,"GOLDEN ENTERTAINMENT, INC."
1051004,MUC,"BLACKROCK MUNIHOLDINGS CALIFORNIA QUALITY FUND, INC."
879526,WNC,WABASH NATIONAL Corp
3499,ALX,ALEXANDERS INC
1515816,PLYM,"Plymouth Industrial REIT, Inc."
1590976,MBUU,"MALIBU BOATS, INC."
40417,GAM,GENERAL AMERICAN INVESTORS CO INC
1481646,ACCD,"Accolade, Inc."
319654,PBT,PERMIAN BASIN ROYALTY TRUST
1005229,CMCO,COLUMBUS MCKINNON CORP
1342338,HIMX,"Himax Technologies, Inc."
1475115,EB,"Eventbrite, Inc."
921582,IMAX,IMAX CORP
1831915,CTKB,"Cytek Biosciences, Inc."
1793882,PTA,Cohen & Steers Tax-Advantaged Preferred Securities & Income Fund
1159167,IRBT,IROBOT CORP
798359,CSR,CENTERSPACE
1893325,SCRM,Screaming Eagle Acquisition Corp.
1050825,SCS,STEELCASE INC
1004702,OCFC,OCEANFIRST FINANCIAL CORP
1437352,EVBG,"EVERBRIDGE, INC."
1482512,HPP,"Hudson Pacific Properties, Inc."
1962918,SLRN,"ACELYRIN, Inc."
1493683,BBN,BlackRock Taxable Municipal Bond Trust
1013605,PDS,PRECISION DRILLING Corp
1759783,EH,EHang Holdings Ltd
1501570,VBTX,"Veritex Holdings, Inc."
842183,RPT,RPT Realty
1432364,AZUL,AZUL SA
1828723,AMPS,"Altus Power, Inc."
1746618,RVLV,"Revolve Group, Inc."
1018979,AMSF,AMERISAFE INC
1693256,WTTR,"Select Water Solutions, Inc."
1806201,LPRO,Open Lending Corp
1809196,IMTX,Immatics N.V.
1828248,CVII,Churchill Capital Corp VII
1863218,SFWL,SHENGFENG DEVELOPMENT Ltd
1656472,CRON,Cronos Group Inc.
1127703,PRA,PROASSURANCE CORP
1630627,TMCI,"TREACE MEDICAL CONCEPTS, INC."
1102112,PACW,PACWEST BANCORP
1669779,CWH,"Camping World Holdings, Inc."
1861795,DH,Definitive Healthcare Corp.
1643615,MEG,"Montrose Environmental Group, Inc."
1503274,QTRX,Quanterix Corp
1130713,OSTK,"OVERSTOCK.COM, INC"
1860543,CDRE,"Cadre Holdings, Inc."
752642,UMH,"UMH PROPERTIES, INC."
1478320,ADPT,Adaptive Biotechnologies Corp
1936804,SDA,SunCar Technology Group Inc.
1606498,AVNS,"AVANOS MEDICAL, INC."
1841925,INDI,"indie Semiconductor, Inc."
910406,HAIN,HAIN CELESTIAL GROUP INC
1379785,BBDC,"Barings BDC, Inc."
824410,SASR,SANDY SPRING BANCORP INC
1698991,ACEL,"Accel Entertainment, Inc."
14707,CAL,CALERES INC
1379384,BTZ,BLACKROCK CREDIT ALLOCATION INCOME TRUST
1068875,AVTA,"AVANTAX, INC."
876427,MNRO,"MONRO, INC."
80420,POWL,POWELL INDUSTRIES INC
1836564,VALN,Valneva SE
1431695,OLO,Olo Inc.
1872789,EMBC,Embecta Corp.
1138639,INFN,Infinera Corp
1005210,SPH,SUBURBAN PROPANE PARTNERS LP
710752,SBR,SABINE ROYALTY TRUST
1308335,EOS,Eaton Vance Enhanced Equity Income Fund II
1871509,PTLO,Portillo's Inc.
1957146,EXTO,Almacenes Exito S.A.
1776661,ADV,Advantage Solutions Inc.
1452857,SPLP,STEEL PARTNERS HOLDINGS L.P.
1652535,ICHR,"ICHOR HOLDINGS, LTD."
1846576,FIGS,"FIGS, Inc."
1958217,LZM,Lifezone Metals Ltd
1821349,NGMS,NeoGames S.A.
1802156,XPOF,"Xponential Fitness, Inc."
1829118,TUYA,Tuya Inc.
1459839,SIBN,"SI-BONE, Inc."
1567569,FPF,First Trust Intermediate Duration Preferred & Income Fund
1423221,NX,Quanex Building Products CORP
1740594,ARCE,Arco Platform Ltd.
1489096,THR,"Thermon Group Holdings, Inc."
1740915,FTCH,Farfetch Ltd
1519449,SKWD,"Skyward Specialty Insurance Group, Inc."
1231346,SA,SEABRIDGE GOLD INC
17313,CSWC,CAPITAL SOUTHWEST CORP
931148,EAF,GRAFTECH INTERNATIONAL LTD
1598428,TMST,TimkenSteel Corp
1257640,KRO,KRONOS WORLDWIDE INC
1411342,EFC,Ellington Financial Inc.
318300,PEBO,PEOPLES BANCORP INC
1739614,INBX,"Inhibrx, Inc."
1805385,EVLV,"Evolv Technologies Holdings, Inc."
1818093,SKIN,Beauty Health Co
923796,GEO,GEO GROUP INC
1691421,LMND,"Lemonade, Inc."
102752,VSEC,VSE CORP
1674930,FLGT,"Fulgent Genetics, Inc."
1777835,PWP,Perella Weinberg Partners
95029,RGR,STURM RUGER & CO INC
1717547,BRSP,"BrightSpire Capital, Inc."
1516912,OBK,"Origin Bancorp, Inc."
1768267,CRNC,Cerence Inc.
1123134,IMOS,CHIPMOS TECHNOLOGIES INC
69633,NSSC,"NAPCO SECURITY TECHNOLOGIES, INC"
99302,TRNS,TRANSCAT INC
930236,RWT,REDWOOD TRUST INC
1823794,ARKO,ARKO Corp.
1702750,BY,"BYLINE BANCORP, INC."
1376339,MDXG,"MIMEDX GROUP, INC."
705432,SBSI,SOUTHSIDE BANCSHARES INC
1845022,BASE,"Couchbase, Inc."
910329,MED,MEDIFAST INC
1572957,BIOGY,BioGaia AB/ADR
1891101,BRCC,BRC Inc.
1062231,AXL,AMERICAN AXLE & MANUFACTURING HOLDINGS INC
1743725,GDYN,"GRID DYNAMICS HOLDINGS, INC."
1806347,WEST,Westrock Coffee Co
1843181,NBXG,Neuberger Berman Next Generation Connectivity Fund Inc.
1108134,BHLB,BERKSHIRE HILLS BANCORP INC
33934,CRF,CORNERSTONE TOTAL RETURN FUND INC
1737927,CGC,Canopy Growth Corp
1631596,KREF,KKR Real Estate Finance Trust Inc.
1828316,PHAR,Pharming Group N.V.
1880319,PRM,"Perimeter Solutions, SA"
1222719,CHY,CALAMOS CONVERTIBLE & HIGH INCOME FUND
351817,SBOW,"SILVERBOW RESOURCES, INC."
1780312,ASTS,"AST SpaceMobile, Inc."
1772177,KRUS,"KURA SUSHI USA, INC."
1492165,PFBC,Preferred Bank
1278752,MFIC,MidCap Financial Investment Corp
1081834,KUBR,Kuber Resources Corp
1834376,INNV,InnovAge Holding Corp.
1657573,XMTR,"Xometry, Inc."
1224450,RNP,COHEN & STEERS REIT & PREFERRED & INCOME FUND INC
1829864,TASK,"TaskUs, Inc."
947559,FBMS,FIRST BANCSHARES INC /MS/
1368514,ADMA,"ADMA BIOLOGICS, INC."
1322435,ETW,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund
1728205,PLL,Piedmont Lithium Inc.
1273685,NYMT,NEW YORK MORTGAGE TRUST INC
1631569,CHCT,Community Healthcare Trust Inc
1171486,NRP,NATURAL RESOURCE PARTNERS LP
921557,RBCAA,REPUBLIC BANCORP INC /KY/
27996,DLX,DELUXE CORP
1195739,NRK,NUVEEN NEW YORK AMT-FREE QUALITY MUNICIPAL INCOME FUND
1425292,UAN,"CVR PARTNERS, LP"
1034957,CRESY,CRESUD INC
906013,AWF,ALLIANCEBERNSTEIN GLOBAL HIGH INCOME FUND INC
714395,GABC,"GERMAN AMERICAN BANCORP, INC."
915840,BZH,BEAZER HOMES USA INC
1278895,CII,"BLACKROCK ENHANCED CAPITAL & INCOME FUND, INC."
863436,BHE,BENCHMARK ELECTRONICS INC
108385,WRLD,WORLD ACCEPTANCE CORP
1748824,BSIG,BrightSphere Investment Group Inc.
42682,GRC,GORMAN RUPP CO
1743907,SNCY,"Sun Country Airlines Holdings, Inc."
1512920,SII,SPROTT INC.
1840574,VERV,"Verve Therapeutics, Inc."
1517396,SSYS,STRATASYS LTD.
1845840,TSAT,Telesat Corp
890541,BLX,"FOREIGN TRADE BANK OF LATIN AMERICA, INC."
1418076,SLRC,SLR Investment Corp.
1341335,FSM,FORTUNA SILVER MINES INC
1023459,SLP,"Simulations Plus, Inc."
846901,LBAI,LAKELAND BANCORP INC
1439095,MRC,MRC GLOBAL INC.
1713930,NEXA,Nexa Resources S.A.
1889109,BLTE,"BELITE BIO, INC"
1293282,TTGT,TechTarget Inc
1838615,ALTI,"AlTi Global, Inc."
1756699,TIGR,UP Fintech Holding Ltd
1141103,CCRN,CROSS COUNTRY HEALTHCARE INC
105319,WW,"WW INTERNATIONAL, INC."
1069530,SAVA,CASSAVA SCIENCES INC
1851112,RSKD,Riskified Ltd.
1317945,OFLX,"Omega Flex, Inc."
1023512,DRD,DRDGOLD LTD
1832511,PIII,P3 Health Partners Inc.
65270,MEI,METHODE ELECTRONICS INC
1614178,YEXT,"Yext, Inc."
1379400,AOD,abrdn Total Dynamic Dividend Fund
1673985,ASIX,AdvanSix Inc.
1847584,WKME,WalkMe Ltd.
1000623,MATV,"Mativ Holdings, Inc."
790816,BDN,BRANDYWINE REALTY TRUST
1746109,BFC,Bank First Corp
906465,QCRH,QCR HOLDINGS INC
1844224,FREY,FREYR Battery
1819133,TNGX,"Tango Therapeutics, Inc."
1398987,HOUS,Anywhere Real Estate Inc.
1080014,INVA,"Innoviva, Inc."
49754,DIN,"Dine Brands Global, Inc."
1936258,NAMS,NewAmsterdam Pharma Co N.V.
1626450,BIGC,"BigCommerce Holdings, Inc."
1171471,CHI,CALAMOS CONVERTIBLE OPPORTUNITIES & INCOME FUND
1185348,PRAA,PRA GROUP INC
1803112,TDCX,TDCX Inc.
1049782,BRKL,BROOKLINE BANCORP INC
1830487,PHVS,Pharvaris N.V.
1687221,REVG,"REV Group, Inc."
1506289,BCX,BlackRock Resources & Commodities Strategy Trust
1591588,AMRK,"A-Mark Precious Metals, Inc."
1642122,AC,"Associated Capital Group, Inc."
1868995,CINT,CI&T Inc
1387467,AOSL,ALPHA & OMEGA SEMICONDUCTOR Ltd
1833835,PSFE,Paysafe Ltd
890196,MQY,"BLACKROCK MUNIYIELD QUALITY FUND, INC."
310522,FNMA,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE
1828811,LICY,Li-Cycle Holdings Corp.
80035,PLPC,PREFORMED LINE PRODUCTS CO
1811764,PNT,POINT Biopharma Global Inc.
846617,DCOM,"Dime Community Bancshares, Inc. /NY/"
1232860,MUI,"BLACKROCK MUNICIPAL INCOME FUND, INC."
1794350,YALA,Yalla Group Ltd
1425450,KIDS,ORTHOPEDIATRICS CORP
1267565,COLL,"COLLEGIUM PHARMACEUTICAL, INC"
1734713,BV,"BrightView Holdings, Inc."
844965,TTI,TETRA TECHNOLOGIES INC
1836833,PL,Planet Labs PBC
1754170,ASLE,AerSale Corp
701288,ATRI,ATRION CORP
1945711,LVRO,Lavoro Ltd
1590877,RGNX,REGENXBIO Inc.
731012,HCSG,HEALTHCARE SERVICES GROUP INC
1768224,ARCT,Arcturus Therapeutics Holdings Inc.
215466,CDE,"Coeur Mining, Inc."
805267,HQH,TEKLA HEALTHCARE INVESTORS
1928446,GRNT,"Granite Ridge Resources, Inc."
1000177,NAT,NORDIC AMERICAN TANKERS Ltd
1848739,GDEV,GDEV Inc.
1065059,LEU,CENTRUS ENERGY CORP
1278027,BGS,"B&G Foods, Inc."
1525221,VTOL,Bristow Group Inc.
1072379,NWBO,NORTHWEST BIOTHERAPEUTICS INC
1042776,PDM,"Piedmont Office Realty Trust, Inc."
896156,ETD,ETHAN ALLEN INTERIORS INC
1514705,SXC,"SunCoke Energy, Inc."
1840616,NFGC,New Found Gold Corp.
912603,RDUS,"SCHNITZER STEEL INDUSTRIES, INC."
1807846,ML,MONEYLION INC.
1846069,KIND,"Nextdoor Holdings, Inc."
1604665,WLKP,Westlake Chemical Partners LP
60714,LXU,"LSB INDUSTRIES, INC."
1778129,TSNDF,TerrAscend Corp.
1517228,COMM,"CommScope Holding Company, Inc."
1831828,VERA,"Vera Therapeutics, Inc."
1315257,KOP,Koppers Holdings Inc.
755001,UTL,UNITIL CORP
1000694,NVAX,NOVAVAX INC
1720592,RPAY,Repay Holdings Corp
1301787,BXC,BlueLinx Holdings Inc.
1832928,CRLBF,Cresco Labs Inc.
1326110,IBRX,"ImmunityBio, Inc."
1829432,AAC,Ares Acquisition Corp
1756908,NRGX,PIMCO Energy & Tactical Credit Opportunities Fund
899751,TWI,TITAN INTERNATIONAL INC
1053706,CRAI,"CRA INTERNATIONAL, INC."
1687926,ZUUS,"ZEUUS, INC."
1332349,BKD,Brookdale Senior Living Inc.
1681622,VREX,Varex Imaging Corp
1604522,THQ,Tekla Healthcare Opportunities Fund
1819142,SES,SES AI Corp
1761612,BCYC,BICYCLE THERAPEUTICS plc
1796898,MAXN,"Maxeon Solar Technologies, Ltd."
1173514,HY,"HYSTER-YALE MATERIALS HANDLING, INC."
1444380,NVRO,NEVRO CORP
1544206,CGBD,"Carlyle Secured Lending, Inc."
1538849,CAPL,CrossAmerica Partners LP
1728688,IIIV,"i3 Verticals, Inc."
1731289,NKLA,Nikola Corp
1094366,RDWR,RADWARE LTD
1971213,SBGI,"Sinclair, Inc."
1758766,STEM,"STEM, INC."
1782999,PRTC,PureTech Health plc
93389,SMP,"STANDARD MOTOR PRODUCTS, INC."
1840199,WALD,Waldencast plc
1904856,EFXT,Enerflex Ltd.
1783183,PHAT,"Phathom Pharmaceuticals, Inc."
918965,SCSC,"SCANSOURCE, INC."
877422,SPTN,SpartanNash Co
1944057,CLCO,Cool Co Ltd.
1124524,CYRX,"Cryoport, Inc."
1590750,VRDN,"Viridian Therapeutics, Inc.DE"
1422143,KURA,"Kura Oncology, Inc."
1484769,FUBO,fuboTV Inc. /FL
1819394,MTTR,"Matterport, Inc./DE"
1860805,ASTL,Algoma Steel Group Inc.
43196,GTN,GRAY TELEVISION INC
1085913,FMCB,FARMERS & MERCHANTS BANCORP
1409970,LC,LendingClub Corp
1370755,TCPC,BlackRock TCP Capital Corp.
712771,CNOB,"ConnectOne Bancorp, Inc."
1059262,SP,SP Plus Corp
1490906,CFFN,"Capitol Federal Financial, Inc."
1169770,BANC,"BANC OF CALIFORNIA, INC."
61398,TELL,TELLURIAN INC. /DE/
1901279,NYAX,Nayax Ltd.
1706946,SPCE,"Virgin Galactic Holdings, Inc"
1828102,KARO,Karooooo Ltd.
1775734,BENF,Beneficient
1650664,EDIT,"Editas Medicine, Inc."
1747079,BALY,Bally's Corp
1819404,NRDY,Nerdy Inc.
1874474,ALLG,Allego N.V.
1005817,TMP,TOMPKINS FINANCIAL CORP
1836056,AMAM,Ambrx Biopharma Inc.
1886190,GGR,Gogoro Inc.
1819559,WDI,Western Asset Diversified Income Fund
1606757,KE,"Kimball Electronics, Inc."
1438231,DMRC,Digimarc CORP
1769484,BIOX,Bioceres Crop Solutions Corp.
826675,DX,DYNEX CAPITAL INC
1868912,ENFN,"Enfusion, Inc."
317788,APPS,"Digital Turbine, Inc."
1671858,SPRY,"ARS Pharmaceuticals, Inc."
